Year,UNIT_MEASURE,Административно подручје,Пол,Disabilities,Value
2013,Број,Република Српска,Ж,hearing,13084
2013,Број,Град Бања Лука,Оба пола,hearing,3262
2013,Број,Град Бања Лука,M,hearing,1678
2013,Број,Град Бања Лука,Ж,hearing,1584
2013,Број,Берковићи,Оба пола,hearing,48
2013,Број,Берковићи,M,hearing,28
2013,Број,Берковићи,Ж,hearing,20
2013,Број,Град Бијељина,Оба пола,hearing,2026
2013,Број,Град Бијељина,M,hearing,1028
2013,Број,Град Бијељина,Ж,hearing,998
2013,Број,Билећа,Оба пола,hearing,240
2013,Број,Билећа,M,hearing,122
2013,Број,Билећа,Ж,hearing,118
2013,Број,Братунац,Оба пола,hearing,420
2013,Број,Братунац,M,hearing,196
2013,Број,Братунац,Ж,hearing,224
2013,Број,Брод,Оба пола,hearing,322
2013,Број,Брод,M,hearing,168
2013,Број,Брод,Ж,hearing,154
2013,Број,Вишеград,Оба пола,hearing,276
2013,Број,Вишеград,M,hearing,128
2013,Број,Вишеград,Ж,hearing,148
2013,Број,Власеница,Оба пола,hearing,236
2013,Број,Власеница,M,hearing,117
2013,Број,Власеница,Ж,hearing,119
2013,Број,Вукосавље,Оба пола,hearing,107
2013,Број,Вукосавље,M,hearing,49
2013,Број,Вукосавље,Ж,hearing,58
2013,Број,Гацко,Оба пола,hearing,172
2013,Број,Гацко,M,hearing,80
2013,Број,Гацко,Ж,hearing,92
2013,Број,Град Градишка,Оба пола,hearing,1110
2013,Број,Град Градишка,M,hearing,525
2013,Број,Град Градишка,Ж,hearing,585
2013,Број,Град Дервента,Оба пола,hearing,655
2013,Број,Град Дервента,M,hearing,320
2013,Број,Град Дервента,Ж,hearing,335
2013,Број,Град Добој,Оба пола,hearing,1902
2013,Број,Град Добој,M,hearing,925
2013,Број,Град Добој,Ж,hearing,977
2013,Број,Доњи Жабар,Оба пола,hearing,81
2013,Број,Доњи Жабар,M,hearing,50
2013,Број,Доњи Жабар,Ж,hearing,31
2013,Број,Град Зворник,Оба пола,hearing,1157
2013,Број,Град Зворник,M,hearing,580
2013,Број,Град Зворник,Ж,hearing,577
2013,Број,Источна Илиџа,Оба пола,hearing,267
2013,Број,Источна Илиџа,M,hearing,123
2013,Број,Источна Илиџа,Ж,hearing,144
2013,Број,Источни Дрвар,Оба пола,hearing,4
2013,Број,Источни Дрвар,M,hearing,1
2013,Број,Источни Дрвар,Ж,hearing,3
2013,Број,Источни Мостар,Оба пола,hearing,7
2013,Број,Источни Мостар,M,hearing,1
2013,Број,Источни Мостар,Ж,hearing,6
2013,Број,Источни Стари Град,Оба пола,hearing,29
2013,Број,Источни Стари Град,M,hearing,15
2013,Број,Источни Стари Град,Ж,hearing,14
2013,Број,Источно Ново Сарајево,Оба пола,hearing,153
2013,Број,Источно Ново Сарајево,M,hearing,76
2013,Број,Источно Ново Сарајево,Ж,hearing,77
2013,Број,Језеро,Оба пола,hearing,34
2013,Број,Језеро,M,hearing,18
2013,Број,Језеро,Ж,hearing,16
2013,Број,Калиновик,Оба пола,hearing,56
2013,Број,Калиновик,M,hearing,25
2013,Број,Калиновик,Ж,hearing,31
2013,Број,Кнежево,Оба пола,hearing,251
2013,Број,Кнежево,M,hearing,127
2013,Број,Кнежево,Ж,hearing,124
2013,Број,Козарска Дубица,Оба пола,hearing,490
2013,Број,Козарска Дубица,M,hearing,237
2013,Број,Козарска Дубица,Ж,hearing,253
2013,Број,Костајница,Оба пола,hearing,123
2013,Број,Костајница,M,hearing,65
2013,Број,Костајница,Ж,hearing,58
2013,Број,Котор Варош,Оба пола,hearing,485
2013,Број,Котор Варош,M,hearing,244
2013,Број,Котор Варош,Ж,hearing,241
2013,Број,Крупа на Уни,Оба пола,hearing,59
2013,Број,Крупа на Уни,M,hearing,36
2013,Број,Крупа на Уни,Ж,hearing,23
2013,Број,Купрес,Оба пола,hearing,14
2013,Број,Купрес,M,hearing,10
2013,Број,Купрес,Ж,hearing,4
2013,Број,Лакташи,Оба пола,hearing,610
2013,Број,Лакташи,M,hearing,322
2013,Број,Лакташи,Ж,hearing,288
2013,Број,Лопаре,Оба пола,hearing,400
2013,Број,Лопаре,M,hearing,187
2013,Број,Лопаре,Ж,hearing,213
2013,Број,Љубиње,Оба пола,hearing,68
2013,Број,Љубиње,M,hearing,33
2013,Број,Љубиње,Ж,hearing,35
2013,Број,Милићи,Оба пола,hearing,209
2013,Број,Милићи,M,hearing,98
2013,Број,Милићи,Ж,hearing,111
2013,Број,Модрича,Оба пола,hearing,623
2013,Број,Модрича,M,hearing,318
2013,Број,Модрича,Ж,hearing,305
2013,Број,Мркоњић Град,Оба пола,hearing,388
2013,Број,Мркоњић Град,M,hearing,188
2013,Број,Мркоњић Град,Ж,hearing,200
2013,Број,Невесиње,Оба пола,hearing,254
2013,Број,Невесиње,M,hearing,119
2013,Број,Невесиње,Ж,hearing,135
2013,Број,Нови Град,Оба пола,hearing,706
2013,Број,Нови Град,M,hearing,334
2013,Број,Нови Град,Ж,hearing,372
2013,Број,Ново Горажде,Оба пола,hearing,57
2013,Број,Ново Горажде,M,hearing,31
2013,Број,Ново Горажде,Ж,hearing,26
2013,Број,Осмаци,Оба пола,hearing,144
2013,Број,Осмаци,M,hearing,71
2013,Број,Осмаци,Ж,hearing,73
2013,Број,Оштра Лука,Оба пола,hearing,97
2013,Број,Оштра Лука,M,hearing,65
2013,Број,Оштра Лука,Ж,hearing,32
2013,Број,Пале,Оба пола,hearing,318
2013,Број,Пале,M,hearing,164
2013,Број,Пале,Ж,hearing,154
2013,Број,Пелагићево,Оба пола,hearing,167
2013,Број,Пелагићево,M,hearing,74
2013,Број,Пелагићево,Ж,hearing,93
2013,Број,Петровац,Оба пола,hearing,4
2013,Број,Петровац,M,hearing,1
2013,Број,Петровац,Ж,hearing,3
2013,Број,Петрово,Оба пола,hearing,257
2013,Број,Петрово,M,hearing,134
2013,Број,Петрово,Ж,hearing,123
2013,Број,Град Приједор,Оба пола,hearing,1805
2013,Број,Град Приједор,M,hearing,944
2013,Број,Град Приједор,Ж,hearing,861
2013,Број,Прњавор,Оба пола,hearing,812
2013,Број,Прњавор,M,hearing,383
2013,Број,Прњавор,Ж,hearing,429
2013,Број,Рибник,Оба пола,hearing,199
2013,Број,Рибник,M,hearing,97
2013,Број,Рибник,Ж,hearing,102
2013,Број,Рогатица,Оба пола,hearing,307
2013,Број,Рогатица,M,hearing,150
2013,Број,Рогатица,Ж,hearing,157
2013,Број,Рудо,Оба пола,hearing,169
2013,Број,Рудо,M,hearing,83
2013,Број,Рудо,Ж,hearing,86
2013,Број,Соколац,Оба пола,hearing,257
2013,Број,Соколац,M,hearing,121
2013,Број,Соколац,Ж,hearing,136
2013,Број,Србац,Оба пола,hearing,423
2013,Број,Србац,M,hearing,212
2013,Број,Србац,Ж,hearing,211
2013,Број,Сребреница,Оба пола,hearing,229
2013,Број,Сребреница,M,hearing,109
2013,Број,Сребреница,Ж,hearing,120
2013,Број,Теслић,Оба пола,hearing,881
2013,Број,Теслић,M,hearing,435
2013,Број,Теслић,Ж,hearing,446
2013,Број,Град Требиње,Оба пола,hearing,461
2013,Број,Град Требиње,M,hearing,227
2013,Број,Град Требиње,Ж,hearing,234
2013,Број,Трново,Оба пола,hearing,46
2013,Број,Трново,M,hearing,22
2013,Број,Трново,Ж,hearing,24
2013,Број,Угљевик,Оба пола,hearing,257
2013,Број,Угљевик,M,hearing,117
2013,Број,Угљевик,Ж,hearing,140
2013,Број,Фоча,Оба пола,hearing,430
2013,Број,Фоча,M,hearing,216
2013,Број,Фоча,Ж,hearing,214
2013,Број,Хан Пијесак,Оба пола,hearing,68
2013,Број,Хан Пијесак,M,hearing,28
2013,Број,Хан Пијесак,Ж,hearing,40
2013,Број,Чајниче,Оба пола,hearing,135
2013,Број,Чајниче,M,hearing,66
2013,Број,Чајниче,Ж,hearing,69
2013,Број,Челинац,Оба пола,hearing,457
2013,Број,Челинац,M,hearing,233
2013,Број,Челинац,Ж,hearing,224
2013,Број,Шамац,Оба пола,hearing,419
2013,Број,Шамац,M,hearing,217
2013,Број,Шамац,Ж,hearing,202
2013,Број,Шековићи,Оба пола,hearing,193
2013,Број,Шековићи,M,hearing,96
2013,Број,Шековићи,Ж,hearing,97
2013,Број,Шипово,Оба пола,hearing,219
2013,Број,Шипово,M,hearing,104
2013,Број,Шипово,Ж,hearing,115
2013,Број,Република Српска,Оба пола,walking,63381
2013,Број,Република Српска,M,walking,26903
2013,Број,Република Српска,Ж,walking,36478
2013,Број,Град Бања Лука,Оба пола,walking,8456
2013,Број,Град Бања Лука,M,walking,3667
2013,Број,Град Бања Лука,Ж,walking,4789
2013,Број,Берковићи,Оба пола,walking,109
2013,Број,Берковићи,M,walking,45
2013,Број,Берковићи,Ж,walking,64
2013,Број,Град Бијељина,Оба пола,walking,5530
2013,Број,Град Бијељина,M,walking,2356
2013,Број,Град Бијељина,Ж,walking,3174
2013,Број,Билећа,Оба пола,walking,533
2013,Број,Билећа,M,walking,193
2013,Број,Билећа,Ж,walking,340
2013,Број,Братунац,Оба пола,walking,835
2013,Број,Братунац,M,walking,372
2013,Број,Братунац,Ж,walking,463
2013,Број,Брод,Оба пола,walking,892
2013,Број,Брод,M,walking,392
2013,Број,Брод,Ж,walking,500
2013,Број,Вишеград,Оба пола,walking,598
2013,Број,Вишеград,M,walking,227
2013,Број,Вишеград,Ж,walking,371
2013,Број,Власеница,Оба пола,walking,440
2013,Број,Власеница,M,walking,211
2013,Број,Власеница,Ж,walking,229
2013,Број,Вукосавље,Оба пола,walking,286
2013,Број,Вукосавље,M,walking,130
2013,Број,Вукосавље,Ж,walking,156
2013,Број,Гацко,Оба пола,walking,385
2013,Број,Гацко,M,walking,152
2013,Број,Гацко,Ж,walking,233
2013,Број,Град Градишка,Оба пола,walking,2675
2013,Број,Град Градишка,M,walking,1074
2013,Број,Град Градишка,Ж,walking,1601
2013,Број,Град Дервента,Оба пола,walking,1590
2013,Број,Град Дервента,M,walking,695
2013,Број,Град Дервента,Ж,walking,895
2013,Број,Град Добој,Оба пола,walking,4793
2013,Број,Град Добој,M,walking,1953
2013,Број,Град Добој,Ж,walking,2840
2013,Број,Доњи Жабар,Оба пола,walking,182
2013,Број,Доњи Жабар,M,walking,76
2013,Број,Доњи Жабар,Ж,walking,106
2013,Број,Град Зворник,Оба пола,walking,2535
2013,Број,Град Зворник,M,walking,1092
2013,Број,Град Зворник,Ж,walking,1443
2013,Број,Источна Илиџа,Оба пола,walking,644
2013,Број,Источна Илиџа,M,walking,267
2013,Број,Источна Илиџа,Ж,walking,377
2013,Број,Источни Дрвар,Оба пола,walking,7
2013,Број,Источни Дрвар,M,walking,4
2013,Број,Источни Дрвар,Ж,walking,3
2013,Број,Источни Мостар,Оба пола,walking,8
2013,Број,Источни Мостар,M,walking,2
2013,Број,Источни Мостар,Ж,walking,6
2013,Број,Источни Стари Град,Оба пола,walking,53
2013,Број,Источни Стари Град,M,walking,22
2013,Број,Источни Стари Град,Ж,walking,31
2013,Број,Источно Ново Сарајево,Оба пола,walking,380
2013,Број,Источно Ново Сарајево,M,walking,163
2013,Број,Источно Ново Сарајево,Ж,walking,217
2013,Број,Језеро,Оба пола,walking,60
2013,Број,Језеро,M,walking,29
2013,Број,Језеро,Ж,walking,31
2013,Број,Калиновик,Оба пола,walking,132
2013,Број,Калиновик,M,walking,54
2013,Број,Калиновик,Ж,walking,78
2013,Број,Кнежево,Оба пола,walking,568
2013,Број,Кнежево,M,walking,255
2013,Број,Кнежево,Ж,walking,313
2013,Број,Козарска Дубица,Оба пола,walking,1369
2013,Број,Козарска Дубица,M,walking,549
2013,Број,Козарска Дубица,Ж,walking,820
2013,Број,Костајница,Оба пола,walking,312
2013,Број,Костајница,M,walking,133
2013,Број,Костајница,Ж,walking,179
2013,Број,Котор Варош,Оба пола,walking,1074
2013,Број,Котор Варош,M,walking,475
2013,Број,Котор Варош,Ж,walking,599
2013,Број,Крупа на Уни,Оба пола,walking,112
2013,Број,Крупа на Уни,M,walking,43
2013,Број,Крупа на Уни,Ж,walking,69
2013,Број,Купрес,Оба пола,walking,33
2013,Број,Купрес,M,walking,18
2013,Број,Купрес,Ж,walking,15
2013,Број,Лакташи,Оба пола,walking,1426
2013,Број,Лакташи,M,walking,650
2013,Број,Лакташи,Ж,walking,776
2013,Број,Лопаре,Оба пола,walking,984
2013,Број,Лопаре,M,walking,447
2013,Број,Лопаре,Ж,walking,537
2013,Број,Љубиње,Оба пола,walking,119
2013,Број,Љубиње,M,walking,48
2013,Број,Љубиње,Ж,walking,71
2013,Број,Милићи,Оба пола,walking,508
2013,Број,Милићи,M,walking,224
2013,Број,Милићи,Ж,walking,284
2013,Број,Модрича,Оба пола,walking,1527
2013,Број,Модрича,M,walking,635
2013,Број,Модрича,Ж,walking,892
2013,Број,Мркоњић Град,Оба пола,walking,798
2013,Број,Мркоњић Град,M,walking,355
2013,Број,Мркоњић Град,Ж,walking,443
2013,Број,Невесиње,Оба пола,walking,551
2013,Број,Невесиње,M,walking,209
2013,Број,Невесиње,Ж,walking,342
2013,Број,Нови Град,Оба пола,walking,1711
2013,Број,Нови Град,M,walking,700
2013,Број,Нови Град,Ж,walking,1011
2013,Број,Ново Горажде,Оба пола,walking,135
2013,Број,Ново Горажде,M,walking,61
2013,Број,Ново Горажде,Ж,walking,74
2013,Број,Осмаци,Оба пола,walking,288
2013,Број,Осмаци,M,walking,125
2013,Број,Осмаци,Ж,walking,163
2013,Број,Оштра Лука,Оба пола,walking,224
2013,Број,Оштра Лука,M,walking,99
2013,Број,Оштра Лука,Ж,walking,125
2013,Број,Пале,Оба пола,walking,822
2013,Број,Пале,M,walking,366
2013,Број,Пале,Ж,walking,456
2013,Број,Пелагићево,Оба пола,walking,445
2013,Број,Пелагићево,M,walking,165
2013,Број,Пелагићево,Ж,walking,280
2013,Број,Петровац,Оба пола,walking,8
2013,Број,Петровац,M,walking,5
2013,Број,Петровац,Ж,walking,3
2013,Број,Петрово,Оба пола,walking,602
2013,Број,Петрово,M,walking,231
2013,Број,Петрово,Ж,walking,371
2013,Број,Град Приједор,Оба пола,walking,4451
2013,Број,Град Приједор,M,walking,1891
2013,Број,Град Приједор,Ж,walking,2560
2013,Број,Прњавор,Оба пола,walking,2094
2013,Број,Прњавор,M,walking,860
2013,Број,Прњавор,Ж,walking,1234
2013,Број,Рибник,Оба пола,walking,438
2013,Број,Рибник,M,walking,182
2013,Број,Рибник,Ж,walking,256
2013,Број,Рогатица,Оба пола,walking,640
2013,Број,Рогатица,M,walking,264
2013,Број,Рогатица,Ж,walking,376
2013,Број,Рудо,Оба пола,walking,399
2013,Број,Рудо,M,walking,165
2013,Број,Рудо,Ж,walking,234
2013,Број,Соколац,Оба пола,walking,600
2013,Број,Соколац,M,walking,248
2013,Број,Соколац,Ж,walking,352
2013,Број,Србац,Оба пола,walking,910
2013,Број,Србац,M,walking,412
2013,Број,Србац,Ж,walking,498
2013,Број,Сребреница,Оба пола,walking,621
2013,Број,Сребреница,M,walking,256
2013,Број,Сребреница,Ж,walking,365
2013,Број,Теслић,Оба пола,walking,2201
2013,Број,Теслић,M,walking,973
2013,Број,Теслић,Ж,walking,1228
2013,Број,Град Требиње,Оба пола,walking,1198
2013,Број,Град Требиње,M,walking,489
2013,Број,Град Требиње,Ж,walking,709
2013,Број,Трново,Оба пола,walking,104
2013,Број,Трново,M,walking,41
2013,Број,Трново,Ж,walking,63
2013,Број,Угљевик,Оба пола,walking,734
2013,Број,Угљевик,M,walking,312
2013,Број,Угљевик,Ж,walking,422
2013,Број,Фоча,Оба пола,walking,945
2013,Број,Фоча,M,walking,438
2013,Број,Фоча,Ж,walking,507
2013,Број,Хан Пијесак,Оба пола,walking,187
2013,Број,Хан Пијесак,M,walking,65
2013,Број,Хан Пијесак,Ж,walking,122
2013,Број,Чајниче,Оба пола,walking,262
2013,Број,Чајниче,M,walking,108
2013,Број,Чајниче,Ж,walking,154
2013,Број,Челинац,Оба пола,walking,1038
2013,Број,Челинац,M,walking,469
2013,Број,Челинац,Ж,walking,569
2013,Број,Шамац,Оба пола,walking,1041
2013,Број,Шамац,M,walking,413
2013,Број,Шамац,Ж,walking,628
2013,Број,Шековићи,Оба пола,walking,283
2013,Број,Шековићи,M,walking,125
2013,Број,Шековићи,Ж,walking,158
2013,Број,Шипово,Оба пола,walking,496
2013,Број,Шипово,M,walking,223
2013,Број,Шипово,Ж,walking,273
2013,Број,Република Српска,Оба пола,memory,18330
2013,Број,Република Српска,M,memory,8168
2013,Број,Република Српска,Ж,memory,10162
2013,Број,Град Бања Лука,Оба пола,memory,2300
2013,Број,Град Бања Лука,M,memory,1087
2013,Број,Град Бања Лука,Ж,memory,1213
2013,Број,Берковићи,Оба пола,memory,35
2013,Број,Берковићи,M,memory,13
2013,Број,Берковићи,Ж,memory,22
2013,Број,Град Бијељина,Оба пола,memory,1415
2013,Број,Град Бијељина,M,memory,630
2013,Број,Град Бијељина,Ж,memory,785
2013,Број,Билећа,Оба пола,memory,126
2013,Број,Билећа,M,memory,61
2013,Број,Билећа,Ж,memory,65
2013,Број,Братунац,Оба пола,memory,290
2013,Број,Братунац,M,memory,116
2013,Број,Братунац,Ж,memory,174
2013,Број,Брод,Оба пола,memory,239
2013,Број,Брод,M,memory,104
2013,Број,Брод,Ж,memory,135
2013,Број,Вишеград,Оба пола,memory,309
2013,Број,Вишеград,M,memory,75
2013,Број,Вишеград,Ж,memory,234
2013,Број,Власеница,Оба пола,memory,137
2013,Број,Власеница,M,memory,60
2013,Број,Власеница,Ж,memory,77
2013,Број,Вукосавље,Оба пола,memory,74
2013,Број,Вукосавље,M,memory,37
2013,Број,Вукосавље,Ж,memory,37
2013,Број,Гацко,Оба пола,memory,90
2013,Број,Гацко,M,memory,42
2013,Број,Гацко,Ж,memory,48
2013,Број,Град Градишка,Оба пола,memory,831
2013,Број,Град Градишка,M,memory,338
2013,Број,Град Градишка,Ж,memory,493
2013,Број,Град Дервента,Оба пола,memory,455
2013,Број,Град Дервента,M,memory,195
2013,Број,Град Дервента,Ж,memory,260
2013,Број,Град Добој,Оба пола,memory,1369
2013,Број,Град Добој,M,memory,596
2013,Број,Град Добој,Ж,memory,773
2013,Број,Доњи Жабар,Оба пола,memory,40
2013,Број,Доњи Жабар,M,memory,19
2013,Број,Доњи Жабар,Ж,memory,21
2013,Број,Град Зворник,Оба пола,memory,762
2013,Број,Град Зворник,M,memory,330
2013,Број,Град Зворник,Ж,memory,432
2013,Број,Источна Илиџа,Оба пола,memory,149
2013,Број,Источна Илиџа,M,memory,64
2013,Број,Источна Илиџа,Ж,memory,85
2013,Број,Источни Дрвар,Оба пола,memory,1
2013,Број,Источни Дрвар,M,memory,0
2013,Број,Источни Дрвар,Ж,memory,1
2013,Број,Источни Мостар,Оба пола,memory,3
2013,Број,Источни Мостар,M,memory,2
2013,Број,Источни Мостар,Ж,memory,1
2013,Број,Источни Стари Град,Оба пола,memory,20
2013,Број,Источни Стари Град,M,memory,9
2013,Број,Источни Стари Град,Ж,memory,11
2013,Број,Источно Ново Сарајево,Оба пола,memory,104
2013,Број,Источно Ново Сарајево,M,memory,49
2013,Број,Источно Ново Сарајево,Ж,memory,55
2013,Број,Језеро,Оба пола,memory,27
2013,Број,Језеро,M,memory,15
2013,Број,Језеро,Ж,memory,12
2013,Број,Калиновик,Оба пола,memory,27
2013,Број,Калиновик,M,memory,10
2013,Број,Калиновик,Ж,memory,17
2013,Број,Кнежево,Оба пола,memory,238
2013,Број,Кнежево,M,memory,113
2013,Број,Кнежево,Ж,memory,125
2013,Број,Козарска Дубица,Оба пола,memory,331
2013,Број,Козарска Дубица,M,memory,154
2013,Број,Козарска Дубица,Ж,memory,177
2013,Број,Костајница,Оба пола,memory,98
2013,Број,Костајница,M,memory,41
2013,Број,Костајница,Ж,memory,57
2013,Број,Котор Варош,Оба пола,memory,339
2013,Број,Котор Варош,M,memory,154
2013,Број,Котор Варош,Ж,memory,185
2013,Број,Крупа на Уни,Оба пола,memory,40
2013,Број,Крупа на Уни,M,memory,19
2013,Број,Крупа на Уни,Ж,memory,21
2013,Број,Купрес,Оба пола,memory,13
2013,Број,Купрес,M,memory,9
2013,Број,Купрес,Ж,memory,4
2013,Број,Лакташи,Оба пола,memory,410
2013,Број,Лакташи,M,memory,204
2013,Број,Лакташи,Ж,memory,206
2013,Број,Лопаре,Оба пола,memory,281
2013,Број,Лопаре,M,memory,140
2013,Број,Лопаре,Ж,memory,141
2013,Број,Љубиње,Оба пола,memory,44
2013,Број,Љубиње,M,memory,17
2013,Број,Љубиње,Ж,memory,27
2013,Број,Милићи,Оба пола,memory,158
2013,Број,Милићи,M,memory,64
2013,Број,Милићи,Ж,memory,94
2013,Број,Модрича,Оба пола,memory,478
2013,Број,Модрича,M,memory,194
2013,Број,Модрича,Ж,memory,284
2013,Број,Мркоњић Град,Оба пола,memory,228
2013,Број,Мркоњић Град,M,memory,98
2013,Број,Мркоњић Град,Ж,memory,130
2013,Број,Невесиње,Оба пола,memory,144
2013,Број,Невесиње,M,memory,55
2013,Број,Невесиње,Ж,memory,89
2013,Број,Нови Град,Оба пола,memory,475
2013,Број,Нови Град,M,memory,223
2013,Број,Нови Град,Ж,memory,252
2013,Број,Ново Горажде,Оба пола,memory,36
2013,Број,Ново Горажде,M,memory,13
2013,Број,Ново Горажде,Ж,memory,23
2013,Број,Осмаци,Оба пола,memory,95
2013,Број,Осмаци,M,memory,43
2013,Број,Осмаци,Ж,memory,52
2013,Број,Оштра Лука,Оба пола,memory,60
2013,Број,Оштра Лука,M,memory,30
2013,Број,Оштра Лука,Ж,memory,30
2013,Број,Пале,Оба пола,memory,212
2013,Број,Пале,M,memory,91
2013,Број,Пале,Ж,memory,121
2013,Број,Пелагићево,Оба пола,memory,133
2013,Број,Пелагићево,M,memory,65
2013,Број,Пелагићево,Ж,memory,68
2013,Број,Петровац,Оба пола,memory,3
2013,Број,Петровац,M,memory,1
2013,Број,Петровац,Ж,memory,2
2013,Број,Петрово,Оба пола,memory,150
2013,Број,Петрово,M,memory,62
2013,Број,Петрово,Ж,memory,88
2013,Број,Град Приједор,Оба пола,memory,1532
2013,Број,Град Приједор,M,memory,766
2013,Број,Град Приједор,Ж,memory,766
2013,Број,Прњавор,Оба пола,memory,567
2013,Број,Прњавор,M,memory,240
2013,Број,Прњавор,Ж,memory,327
2013,Број,Рибник,Оба пола,memory,123
2013,Број,Рибник,M,memory,56
2013,Број,Рибник,Ж,memory,67
2013,Број,Рогатица,Оба пола,memory,169
2013,Број,Рогатица,M,memory,72
2013,Број,Рогатица,Ж,memory,97
2013,Број,Рудо,Оба пола,memory,123
2013,Број,Рудо,M,memory,53
2013,Број,Рудо,Ж,memory,70
2013,Број,Соколац,Оба пола,memory,164
2013,Број,Соколац,M,memory,64
2013,Број,Соколац,Ж,memory,100
2013,Број,Србац,Оба пола,memory,316
2013,Број,Србац,M,memory,148
2013,Број,Србац,Ж,memory,168
2013,Број,Сребреница,Оба пола,memory,218
2013,Број,Сребреница,M,memory,82
2013,Број,Сребреница,Ж,memory,136
2013,Број,Теслић,Оба пола,memory,644
2013,Број,Теслић,M,memory,272
2013,Број,Теслић,Ж,memory,372
2013,Број,Град Требиње,Оба пола,memory,313
2013,Број,Град Требиње,M,memory,143
2013,Број,Град Требиње,Ж,memory,170
2013,Број,Трново,Оба пола,memory,39
2013,Број,Трново,M,memory,22
2013,Број,Трново,Ж,memory,17
2013,Број,Угљевик,Оба пола,memory,191
2013,Број,Угљевик,M,memory,78
2013,Број,Угљевик,Ж,memory,113
2013,Број,Фоча,Оба пола,memory,265
2013,Број,Фоча,M,memory,126
2013,Број,Фоча,Ж,memory,139
2013,Број,Хан Пијесак,Оба пола,memory,49
2013,Број,Хан Пијесак,M,memory,15
2013,Број,Хан Пијесак,Ж,memory,34
2013,Број,Чајниче,Оба пола,memory,67
2013,Број,Чајниче,M,memory,30
2013,Број,Чајниче,Ж,memory,37
2013,Број,Челинац,Оба пола,memory,298
2013,Број,Челинац,M,memory,150
2013,Број,Челинац,Ж,memory,148
2013,Број,Шамац,Оба пола,memory,252
2013,Број,Шамац,M,memory,110
2013,Број,Шамац,Ж,memory,142
2013,Број,Шековићи,Оба пола,memory,94
2013,Број,Шековићи,M,memory,38
2013,Број,Шековићи,Ж,memory,56
2013,Број,Шипово,Оба пола,memory,137
2013,Број,Шипово,M,memory,61
2013,Број,Шипово,Ж,memory,76
2013,Број,Република Српска,Оба пола,dressing,13502
2013,Број,Република Српска,M,dressing,5773
2013,Број,Република Српска,Ж,dressing,7729
2013,Број,Град Бања Лука,Оба пола,dressing,1717
2013,Број,Град Бања Лука,M,dressing,774
2013,Број,Град Бања Лука,Ж,dressing,943
2013,Број,Берковићи,Оба пола,dressing,29
2013,Број,Берковићи,M,dressing,11
2013,Број,Берковићи,Ж,dressing,18
2013,Број,Град Бијељина,Оба пола,dressing,1050
2013,Број,Град Бијељина,M,dressing,468
2013,Број,Град Бијељина,Ж,dressing,582
2013,Број,Билећа,Оба пола,dressing,107
2013,Број,Билећа,M,dressing,44
2013,Број,Билећа,Ж,dressing,63
2013,Број,Братунац,Оба пола,dressing,172
2013,Број,Братунац,M,dressing,76
2013,Број,Братунац,Ж,dressing,96
2013,Број,Брод,Оба пола,dressing,143
2013,Број,Брод,M,dressing,55
2013,Број,Брод,Ж,dressing,88
2013,Број,Вишеград,Оба пола,dressing,232
2013,Број,Вишеград,M,dressing,60
2013,Број,Вишеград,Ж,dressing,172
2013,Број,Власеница,Оба пола,dressing,104
2013,Број,Власеница,M,dressing,49
2013,Број,Власеница,Ж,dressing,55
2013,Број,Вукосавље,Оба пола,dressing,53
2013,Број,Вукосавље,M,dressing,30
2013,Број,Вукосавље,Ж,dressing,23
2013,Број,Гацко,Оба пола,dressing,74
2013,Број,Гацко,M,dressing,25
2013,Број,Гацко,Ж,dressing,49
2013,Број,Град Градишка,Оба пола,dressing,617
2013,Број,Град Градишка,M,dressing,252
2013,Број,Град Градишка,Ж,dressing,365
2013,Број,Град Дервента,Оба пола,dressing,298
2013,Број,Град Дервента,M,dressing,114
2013,Број,Град Дервента,Ж,dressing,184
2013,Број,Град Добој,Оба пола,dressing,1011
2013,Број,Град Добој,M,dressing,408
2013,Број,Град Добој,Ж,dressing,603
2013,Број,Доњи Жабар,Оба пола,dressing,31
2013,Број,Доњи Жабар,M,dressing,11
2013,Број,Доњи Жабар,Ж,dressing,20
2013,Број,Град Зворник,Оба пола,dressing,518
2013,Број,Град Зворник,M,dressing,239
2013,Број,Град Зворник,Ж,dressing,279
2013,Број,Источна Илиџа,Оба пола,dressing,175
2013,Број,Источна Илиџа,M,dressing,83
2013,Број,Источна Илиџа,Ж,dressing,92
2013,Број,Источни Дрвар,Оба пола,dressing,0
2013,Број,Источни Дрвар,M,dressing,0
2013,Број,Источни Дрвар,Ж,dressing,0
2013,Број,Источни Мостар,Оба пола,dressing,2
2013,Број,Источни Мостар,M,dressing,1
2013,Број,Источни Мостар,Ж,dressing,1
2013,Број,Источни Стари Град,Оба пола,dressing,15
2013,Број,Источни Стари Град,M,dressing,6
2013,Број,Источни Стари Град,Ж,dressing,9
2013,Број,Источно Ново Сарајево,Оба пола,dressing,77
2013,Број,Источно Ново Сарајево,M,dressing,34
2013,Број,Источно Ново Сарајево,Ж,dressing,43
2013,Број,Језеро,Оба пола,dressing,18
2013,Број,Језеро,M,dressing,9
2013,Број,Језеро,Ж,dressing,9
2013,Број,Калиновик,Оба пола,dressing,26
2013,Број,Калиновик,M,dressing,8
2013,Број,Калиновик,Ж,dressing,18
2013,Број,Кнежево,Оба пола,dressing,171
2013,Број,Кнежево,M,dressing,70
2013,Број,Кнежево,Ж,dressing,101
